x,y,theta
-0.39431585506988337,0.7129172972491765,-0.1306
-0.384701326448856,0.7117154811715481,-0.1285
-0.37508679782782867,0.7105136650939197,-0.1274
-0.3657126324223271,0.7093118490162913,-0.1267
-0.3560981038012998,0.7078696697231371,-0.1244
-0.34648357518027245,0.7069082168610344,-0.1221
-0.3371094097747708,0.705706400783406,-0.1196
-0.3274948811537434,0.7045045847057776,-0.1185
-0.31788035253271607,0.7033027686281492,-0.1179
-0.3085061871272144,0.7021009525505207,-0.1177
-0.29889165850618704,0.701139499688418,-0.1182
-0.2892771298851597,0.6999376836107896,-0.1173
-0.2796626012641325,0.6987358675331612,-0.1166
-0.2702884358586308,0.6977744146710585,-0.1156
-0.2606739072376035,0.69657259859343,-0.1156
-0.2510593786165761,0.6953707825158018,-0.1137
-0.2414448499955488,0.694409329653699,-0.1104
-0.23207068459004712,0.6934478767915961,-0.1075
-0.2224561559690198,0.6922460607139678,-0.1042
-0.21284162734799245,0.691284607851865,-0.1015
-0.2032270987269651,0.6903231549897623,-0.0974
-0.19385293332146356,0.6893617021276595,-0.0947
-0.18423840470043623,0.6884002492655569,-0.0902
-0.17462387607940888,0.6876791596189797,-0.0862
-0.16500934745838153,0.686717706756877,-0.0838
-0.1553948188373542,0.6859966171103,-0.081
-0.14578029021632685,0.6852755274637229,-0.0762
-0.13616576159529953,0.684554437817146,-0.0722
-0.12679159618979785,0.6838333481705688,-0.0663
-0.1171770675687705,0.6831122585239917,-0.059
-0.10756253894774316,0.6826315320929405,-0.0507
-0.09794801032671582,0.6821508056618891,-0.041
-0.08833348170568849,0.6816700792308377,-0.032
-0.07871895308466115,0.681429716015312,-0.0247
-0.0691044244636338,0.6811893527997863,-0.0187
-0.059489895842606465,0.6809489895842606,-0.0116
-0.04987536722157912,0.6809489895842606,-0.0065
-0.04026083860055178,0.6807086263687349,-0.0029
-0.030646309979524444,0.6807086263687349,-0.0007
-0.02103178135849737,0.6807086263687349,0.0033
-0.011417252737470032,0.6807086263687349,0.0061
-0.0018027241164426929,0.6809489895842606,0.007
0.007811804504584647,0.6809489895842606,0.0078
0.017426333125611985,0.6809489895842606,0.0083
0.027040861746639326,0.6811893527997863,0.0071
0.036655390367666664,0.6811893527997863,0.0055
0.046269918988694,0.6811893527997863,0.0031
0.05588444760972135,0.6811893527997863,0.0016
0.06549897623074868,0.6811893527997863,-0.001
0.07511350485177602,0.6811893527997863,-0.0054
0.08472803347280336,0.6811893527997863,-0.0088
0.0943425620938307,0.6811893527997863,-0.013
0.10395709071485804,0.6809489895842606,-0.0182
0.11357161933588537,0.6807086263687349,-0.0215
0.12318614795691273,0.6804682631532093,-0.0232
0.13280067657794006,0.6804682631532093,-0.0268
0.1424152051989674,0.679987536722158,-0.0309
0.15202973381999474,0.6797471735066323,-0.0335
0.1616442624410221,0.6795068102911065,-0.0357
0.17125879106204941,0.6790260838600551,-0.0374
0.18087331968307677,0.6787857206445295,-0.041
0.1904878483041041,0.6783049942134781,-0.0428
0.20010237692513144,0.6780646309979524,-0.0435
0.20971690554615877,0.6775839045669011,-0.0426
0.21933143416718612,0.6771031781358496,-0.0416
0.22894596278821344,0.676862814920324,-0.0386
0.2385604914092408,0.6763820884892727,-0.0341
0.24817502003026815,0.676141725273747,-0.0313
0.2577895486512955,0.6756609988426956,-0.0277
0.2674040772723228,0.6754206356271699,-0.0256
0.27701860589334987,0.6751802724116442,-0.0231
0.2866331345143772,0.6749399091961186,-0.0204
0.29624766313540457,0.6749399091961186,-0.0188
0.3058621917564319,0.6746995459805928,-0.0169
0.3154767203774592,0.6744591827650671,-0.0146
0.32509124899848657,0.6742188195495415,-0.0144
0.3347057776195139,0.6742188195495415,-0.0144
0.3443203062405413,0.6739784563340159,-0.0164
0.35393483486156857,0.6739784563340159,-0.0164
0.3635493634825959,0.6737380931184902,-0.0146
0.3731638921036233,0.6734977299029645,-0.0148
0.3827784207246506,0.6734977299029645,-0.0168
0.392392949345678,0.6732573666874387,-0.0177
0.4020074779667053,0.6730170034719131,-0.0205
0.4116220065877326,0.6730170034719131,-0.0235
0.42123653520876,0.6727766402563874,-0.0255
0.43085106382978733,0.6725362770408618,-0.0275
0.4404655924508147,0.6722959138253359,-0.0302
0.450080121071842,0.6718151873942847,-0.0343
0.45969464969286933,0.671574824178759,-0.0395
0.4693091783138967,0.6710940977477077,-0.0444
0.47892370693492403,0.6708537345321819,-0.0508
0.4882978723404257,0.6703730081011307,-0.0578
0.497912400961453,0.6696519184545535,-0.0647
0.5075269295824804,0.6691711920235022,-0.0721
0.5171414582035078,0.668450102376925,-0.0805
0.5267559868245351,0.6677290127303481,-0.089
0.5363705154455624,0.6667675598682453,-0.0984
0.5459850440665894,0.6658061070061426,-0.1076
0.5555995726876168,0.6648446541440398,-0.1149
0.5649737380931185,0.6636428380664114,-0.124
0.5745882667141459,0.662441021988783,-0.1337
0.5842027953351732,0.6612392059111546,-0.1448
0.5935769607406749,0.6597970266180005,-0.1564
0.6031914893617022,0.6583548473248464,-0.167
0.6125656547672038,0.6566723048161667,-0.1795
0.6219398201727055,0.6549897623074868,-0.1909
0.6315543487937328,0.6533072197988071,-0.2004
0.6409285141992346,0.6513843140746016,-0.2084
0.6503026796047362,0.6492210451348706,-0.215
0.6596768450102377,0.647298139410665,-0.2205
0.6690510104157393,0.6451348704709339,-0.2274
0.6784251758212411,0.6429716015312027,-0.2348
0.6877993412267427,0.6408083325914715,-0.2405
0.6971735066322444,0.6384047004362147,-0.246
0.706547672037746,0.6360010682809578,-0.25
0.7156814742277221,0.6338377993412267,-0.2541
0.7250556396332235,0.6314341671859699,-0.2601
0.7344298050387252,0.6287901718151873,-0.2668
0.7435636072287012,0.6263865396599305,-0.272
0.7529377726342029,0.623742544289148,-0.2776
0.762071574824179,0.6210985489183655,-0.283
0.7714457402296806,0.6184545535475829,-0.2901
0.7805795424196564,0.6155701949612749,-0.2969
0.7897133446096324,0.6129261995904923,-0.3041
0.7990875100151341,0.610041841004184,-0.3104
0.8082213122051101,0.6069171192023501,-0.3158
0.8173551143950859,0.6040327606160419,-0.3205
0.8264889165850619,0.6009080388142081,-0.3261
0.8356227187750379,0.5980236802278999,-0.3337
0.8445161577494883,0.594898958426066,-0.3427
0.853649959939464,0.5915338734087064,-0.3532
0.8627837621294401,0.5881687883913469,-0.3628
0.8716772011038905,0.5848037033739873,-0.3714
0.8805706400783408,0.5814386183566278,-0.3801
0.8894640790527909,0.5778331701237426,-0.3899
0.8983575180272413,0.5742277218908572,-0.398
0.9072509570016917,0.5703819104424463,-0.4079
0.9161443959761417,0.5665360989940353,-0.4179
0.9250378349505921,0.5626902875456244,-0.4291
0.9336909107095166,0.5586041128816879,-0.4394
0.9423439864684413,0.5545179382177512,-0.4485
0.950997062227366,0.5504317635538146,-0.4593
0.9596501379862904,0.5461052256743523,-0.4696
0.9683032137452151,0.54177868779489,-0.4794
0.9767159262886139,0.5374521499154277,-0.4887
0.985128638832013,0.5328852488204397,-0.4985
0.9937817145909374,0.5283183477254518,-0.5085
1.0021944271343366,0.5235110834149381,-0.5195
1.0103667764622097,0.5187038191044245,-0.5315
1.0187794890056088,0.5138965547939108,-0.5429
1.026951838333482,0.5088489272678715,-0.5546
1.035124187661355,0.5038012997418321,-0.568
1.0432965369892284,0.4987536722157927,-0.5818
1.0512285231015759,0.4934656814742277,-0.5962
1.0591605092139234,0.48793732751713703,-0.6103
1.067092495326271,0.482649336775572,-0.6237
1.0747841182230926,0.4768806196029555,-0.6374
1.0827161043354403,0.4711119024303392,-0.6498
1.0901673640167369,0.4653431852577227,-0.6621
1.0978589869135582,0.4595744680851064,-0.6741
1.1053102465948548,0.4535653876969643,-0.6869
1.1127615062761507,0.44731594409329656,-0.6979
1.120212765957447,0.44130686370515443,-0.7103
1.1274236624232172,0.434817056885961,-0.7223
1.1346345588889881,0.42856761328229326,-0.7341
1.1418454553547583,0.4220778064630998,-0.7463
1.1488159886050033,0.4155879996439063,-0.7576
1.155786521855248,0.4090981928247128,-0.7703
1.162757055105493,0.40236802278999373,-0.7812
1.169487225140212,0.3956378527552746,-0.7921
1.1764577583904565,0.3886673195050298,-0.8048
1.1829475652096504,0.381696786254785,-0.8186
1.1896777352443693,0.37472625300454016,-0.8344
1.195927178848037,0.36751535653876966,-0.8494
1.2024169856672309,0.36030446007299916,-0.8651
1.2086664292708984,0.35309356360722866,-0.8799
1.2146755096590403,0.3456423039259325,-0.895
1.2206845900471823,0.33819104424463625,-0.9098
1.2266936704353248,0.33049942134781446,-0.9232
1.232462387607941,0.32280779845099256,-0.9374
1.2382311047805574,0.3151161755541707,-0.9525
1.243759458737648,0.30742455265734886,-0.9692
1.2492878126947387,0.29949256654500134,-0.9862
1.2545758034363037,0.2913202172171281,-1.005
1.2596234309623435,0.2831478678892549,-1.0228
1.264671058488383,0.2749755185613816,-1.0419
1.2694783227988964,0.2668031692335084,-1.0608
1.27428558710941,0.25839045669010946,-1.08
1.278612124988872,0.24997774414671056,-1.0988
1.28317902608386,0.2413246683877859,-1.1159
1.2872652007477967,0.23267159262886133,-1.1344
1.2913513754117334,0.22401851686993676,-1.1513
1.2951971868601444,0.21512507789548646,-1.1672
1.2990429983085554,0.20623163892103621,-1.1839
1.3026484465414403,0.19733819994658586,-1.1992
1.3062538947743256,0.1884447609721356,-1.215
1.3096189797916855,0.17955132199768536,-1.2315
1.312743701593519,0.17041751980770936,-1.2464
1.315868423395353,0.16128371761773347,-1.2601
1.3187527819816616,0.15214991542775744,-1.2735
1.3216371405679694,0.14301611323778154,-1.2861
1.324281135938752,0.13364194783227987,-1.2967
1.3269251313095343,0.12450814564230384,-1.3086
1.3293287634647915,0.11513398023680228,-1.322
1.331732395620048,0.1057598148313006,-1.3344
1.3338956645597795,0.09638564942579891,-1.3464
1.3360589334995103,0.08701148402029724,-1.3603
1.3382222024392418,0.07763731861479568,-1.3738
1.3399047449479213,0.068263153209294,-1.3885
1.3418276506721267,0.05888898780379232,-1.4048
1.3432698299652812,0.04927445918276498,-1.4213
1.344712009258435,0.0399002937772633,-1.4398
1.3459138253360634,0.030285765156236093,-1.4571
1.3471156414136922,0.02067123653520875,-1.4747
1.3480770942757947,0.01129707112970707,-1.4937
1.3487981839223717,0.0016825425086797311,-1.5106
1.349278910353423,-0.007931986112347609,-1.5273
1.3497596367844744,-0.017546514733374947,-1.5456
1.35,-0.027161043354402288,-1.5645
1.35,-0.036775571975429626,-1.5822
1.35,-0.046390100596456964,-1.6012
1.3497596367844744,-0.05600462921748431,-1.6189
1.349278910353423,-0.06561915783851165,-1.6376
1.348557820706846,-0.07523368645953898,-1.6569
1.3478367310602692,-0.08484821508056618,-1.6769
1.3466349149826404,-0.09446274370159354,-1.6969
1.345433098905012,-0.10383690910709521,-1.7166
1.3442312828273837,-0.11345143772812255,-1.7362
1.3425487403187042,-0.12282560313362423,-1.7557
1.340866197810024,-0.13244013175465158,-1.7737
1.3387029288702932,-0.14181429716015326,-1.7933
1.3367800231460873,-0.1511884625656548,-1.8133
1.3343763909908308,-0.16056262797115647,-1.8333
1.3319727588355736,-0.1696964301611325,-1.8533
1.3293287634647915,-0.17907059556663407,-1.8733
1.326444404878483,-0.18820439775661008,-1.8927
1.3233196830766494,-0.19733819994658597,-1.9105
1.3201949612748154,-0.206472002136562,-1.9279
1.3168298762574557,-0.21536544111101225,-1.9437
1.3132244280245708,-0.2242588800854626,-1.9601
1.3096189797916855,-0.23315231905991285,-1.9752
1.3057731683432745,-0.2420457580343631,-1.9911
1.3019273568948633,-0.25093919700881345,-2.0089
1.2978411822309266,-0.25959227276773805,-2.0259
1.293514644351465,-0.2682453485266626,-2.0418
1.2891881064720025,-0.2766580610700615,-2.0571
1.2846212053770145,-0.2853111368289861,-2.0716
1.2800543042820265,-0.29372384937238505,-2.0864
1.2754874031870385,-0.302136561915784,-2.1008
1.270439775660999,-0.3103089112436572,-2.1157
1.2656325113504854,-0.31848126057153037,-2.1289
1.2603445206089205,-0.3266536098994036,-2.1405
1.2552968930828812,-0.33482595922727687,-2.1515
1.2500089023413161,-0.34275794533962434,-2.1614
1.2447209115997506,-0.35093029466749764,-2.1717
1.23919255764266,-0.3588622807798452,-2.1815
1.2336642036855694,-0.36655390367666707,-2.1916
1.2281358497284787,-0.37448588978901465,-2.2037
1.2223671325558625,-0.3821775126858365,-2.216
1.216598415383246,-0.3898691355826583,-2.2293
1.2108296982106292,-0.39756075847948025,-2.2435
1.2048206178224874,-0.4050120181607764,-2.257
1.1985711742188196,-0.41246327784207254,-2.2715
1.1925620938306778,-0.4199145375233687,-2.2844
1.186072287011484,-0.4271254339891392,-2.2975
1.1798228434078164,-0.4343363304549097,-2.3104
1.1733330365886232,-0.4413068637051546,-2.3216
1.1666028665539037,-0.4485177601709251,-2.3339
1.1601130597347105,-0.4552479302056443,-2.3458
1.1533828896999914,-0.46221846345588885,-2.3581
1.146652719665272,-0.46894863349060806,-2.3699
1.1396821864150275,-0.47567880352532727,-2.383
1.1327116531647823,-0.4824089735600464,-2.3951
1.125500756699012,-0.48889878037923973,-2.4056
1.1185302234487668,-0.49538858719843326,-2.4154
1.1113193269829966,-0.5016380308021011,-2.4258
1.104108430517226,-0.5078874744057688,-2.4357
1.09665717083593,-0.5141369180094366,-2.4461
1.0894462743701592,-0.5203863616131043,-2.4557
1.0819950146888633,-0.5263954420012464,-2.4673
1.0743033917920413,-0.5324045223893884,-2.4778
1.0668521321107454,-0.5384136027775306,-2.4887
1.0591605092139234,-0.5441823199501469,-2.4999
1.0514688863171016,-0.5499510371227635,-2.5107
1.0437772634202798,-0.5557197542953798,-2.5232
1.0358452773079323,-0.5612481082524704,-2.5361
1.0279132911955844,-0.5667764622095613,-2.5501
1.019981305083237,-0.5720644529511263,-2.5625
1.0120493189708895,-0.5773524436926912,-2.5742
1.003876969643016,-0.5824000712187306,-2.5867
0.995704620315143,-0.5876880619602955,-2.6012
0.9875322709872698,-0.5924953262708093,-2.6144
0.9791195584438708,-0.597302590581323,-2.6276
0.970706845900472,-0.6021098548918365,-2.6418
0.9622941333570729,-0.6066767559868246,-2.6558
0.9538814208136741,-0.6112436570818126,-2.6714
0.9452283450547494,-0.615570194961275,-2.6855
0.936575269295825,-0.6198967328407373,-2.6976
0.9279221935369003,-0.6239829075046738,-2.7108
0.9192691177779758,-0.6278287189530848,-2.722
0.9103756788035254,-0.6319148936170215,-2.7344
0.901482239829075,-0.6357607050654323,-2.7448
0.892588800854625,-0.6393661532983177,-2.757
0.8836953618801746,-0.6429716015312028,-2.7674
0.8748019229057242,-0.6465770497640881,-2.777
0.8659084839312742,-0.6499421347814477,-2.7876
0.8567746817412981,-0.6533072197988071,-2.7967
0.8478812427668477,-0.6564319416006412,-2.8061
0.8387474405768718,-0.659556663402475,-2.8161
0.829613638386896,-0.6626813852043087,-2.8262
0.82047983619692,-0.6658061070061428,-2.8359
0.8113460340069439,-0.668690465592451,-2.8447
0.8022122318169679,-0.6713344609632335,-2.8527
0.7928380664114663,-0.6742188195495417,-2.8587
0.7837042642214904,-0.6768628149203242,-2.8633
0.7743300988159888,-0.6795068102911066,-2.867
0.7651962966260127,-0.6821508056618891,-2.8724
0.7558221312205111,-0.684554437817146,-2.8766
0.7466883290305351,-0.6871984331879284,-2.8795
0.7373141636250333,-0.6896020653431852,-2.8834
0.7279399982195319,-0.6920056974984421,-2.8859
0.7188061960295559,-0.6946496928692246,-2.8877
0.7094320306240542,-0.6970533250244815,-2.8896
0.7000578652185525,-0.6994569571797383,-2.8934
0.6906836998130509,-0.7016202261194695,-2.8991
0.6815498976230748,-0.7040238582747262,-2.9044
0.6721757322175734,-0.7061871272144574,-2.9112
0.6628015668120717,-0.7085907593697143,-2.9179
0.6534274014065701,-0.7105136650939198,-2.925
0.6440532360010683,-0.712676934033651,-2.9311
0.6346790705955667,-0.7145998397578566,-2.9376
0.6250645419745393,-0.7167631086975877,-2.9425
0.6156903765690377,-0.7184456512062672,-2.9473
0.606316211163536,-0.7203685569304729,-2.9523
0.5969420457580346,-0.7222914626546784,-2.9569
0.5873275171370073,-0.7239740051633582,-2.9605
0.5779533517315055,-0.7256565476720378,-2.9638
0.5685791863260039,-0.7273390901807176,-2.9668
0.5589646577049765,-0.7290216326893976,-2.9699
0.5495904922994749,-0.7307041751980772,-2.9712
0.5399759636784475,-0.732386717706757,-2.9725
0.5306017982729458,-0.7340692602154368,-2.9747
0.5212276328674441,-0.7355114395085908,-2.9749
0.5116131042464168,-0.7371939820172707,-2.9755
0.5022389388409151,-0.7386361613104249,-2.9751
0.4926244102198878,-0.7403187038191045,-2.9733
0.4832502448143864,-0.7420012463277843,-2.9712
0.47363571619335904,-0.7436837888364642,-2.9699
0.46426155078785736,-0.7451259681296182,-2.969
0.4548873853823557,-0.746808510638298,-2.9682
0.44527285676132833,-0.7484910531469778,-2.9673
0.43589869135582665,-0.7501735956556574,-2.9668
0.4262841627347993,-0.7518561381643373,-2.9672
0.4169099973292976,-0.7535386806730172,-2.9674
0.40753583192379594,-0.7552212231816968,-2.9674
0.3979213033027686,-0.7569037656903767,-2.9659
0.3885471378972672,-0.7585863081990565,-2.9637
0.37893260927623984,-0.7602688507077361,-2.9626
0.36955844387073816,-0.761951393216416,-2.9611
0.3601842784652365,-0.7636339357250959,-2.9602
0.35056974984420913,-0.7653164782337757,-2.9596
0.34119558443870746,-0.767239383957981,-2.9601
0.3318214190332058,-0.7689219264666608,-2.9606
0.3222068904121784,-0.7706044689753407,-2.9599
0.31283272500667675,-0.7722870114840202,-2.9605
0.30345855960117507,-0.7742099172082259,-2.9594
0.2938440309801477,-0.7758924597169057,-2.9595
0.2844698655746463,-0.7775750022255855,-2.961
0.27509570016914464,-0.7792575447342651,-2.9637
0.2654811715481173,-0.780940087242945,-2.965
0.2561070061426156,-0.7826226297516249,-2.9668
0.24649247752158826,-0.7843051722603045,-2.9694
0.23711831211608658,-0.7859877147689843,-2.9716
0.2277441467105849,-0.7876702572776642,-2.9758
0.21812961808955755,-0.7893527997863438,-2.9817
0.20875545268405588,-0.790794979079498,-2.9873
0.19914092406302855,-0.7922371583726522,-2.994
0.18976675865752685,-0.7936793376658061,-3.0005
0.18015223003649977,-0.7951215169589604,-3.0086
0.17053770141547245,-0.7963233330365886,-3.0184
0.16116353600997077,-0.7975251491142172,-3.0298
0.15154900738894342,-0.7984866019763198,-3.0401
0.1419344787679161,-0.7994480548384227,-3.0516
0.13231995014688874,-0.8004095077005253,-3.0613
0.1227054215258614,-0.8011305973471023,-3.0727
0.11333125612035973,-0.8018516869936796,-3.0833
0.10371672749933239,-0.8023324134247308,-3.0948
0.09410219887830504,-0.8028131398557822,-3.1051
0.0844876702572777,-0.8032938662868335,-3.1146
0.07487314163625036,-0.8035342295023591,-3.1244
0.06525861301522302,-0.8035342295023591,-3.1341
0.055644084394195686,-0.8037745927178848,3.1376
0.04602955577316835,-0.8035342295023591,3.127
0.03641502715214101,-0.8035342295023591,3.1181
0.02680049853111367,-0.8032938662868335,3.1105
0.017185969910086328,-0.8030535030713079,3.1024
0.007571441289058989,-0.8025727766402565,3.0939
-0.00204308733196835,-0.8020920502092052,3.0873
-0.011657615952995689,-0.8016113237781539,3.08
